Molecule ChEMBL ID,Smiles,Standard Type,Standard Units,Standard Value
CHEMBL3642624,CC1(c2cccc(C(=O)Nc3ccc(Cl)cn3)c2)CCSC(N)=N1,IC50,nM,1500.0
CHEMBL3653507,NC1=N[C@@](c2cc(NC(=O)c3ncc(OCF)cc3Cl)ccc2F)(C(F)F)COC1,IC50,nM,59.0
CHEMBL4107314,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3N)ccc2F)N=C(N)OCC1(F)F,IC50,nM,240.0
CHEMBL3937984,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(C)O1,IC50,nM,17.4
CHEMBL3977060,C[C@@]1(c2nc(Nc3ncccc3C#N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,nM,1500.0
CHEMBL3656186,CCC(C)N1C(=O)C2(N=C1N)c1cc(C#N)ccc1C[C@]21CC[C@@H](OC)CC1,IC50,nM,273.6
CHEMBL3923089,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(CC2CCN(C(C)=O)CC2)C1=O,IC50,nM,9.7
CHEMBL3634342,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)CO[C@@H]1F,IC50,nM,7.85
CHEMBL3683880,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,IC50,nM,38.9
CHEMBL566632,CN1C(=O)[C@](c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N,IC50,nM,1390.0
CHEMBL3656129,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(C#N)c3)cc1C21N=C(N)N(C)O1,IC50,nM,5.9
CHEMBL3968144,COCCCN1C(=O)C2(N=C1N)c1cc(CCC3CC3)ccc1CC21CCC(OC)CC1,IC50,nM,7.4
CHEMBL4073296,CO[C@@H]1CCN(Cc2cc([C@]3(C)CCSC(N)=N3)c(F)cc2F)C1,IC50,nM,38.0
CHEMBL212578,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2oc1=O,IC50,nM,151.0
CHEMBL3656139,COC1CCC2(CC1)Cc1ccc(-c3cccnc3)cc1C21N=C(N)N(C)O1,IC50,nM,16.8
CHEMBL3683911,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCc4nccs4)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,IC50,nM,19.2
CHEMBL3951405,NC1=NC2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,IC50,nM,1.0
CHEMBL373533,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(I)c2)c1,IC50,nM,5.0
CHEMBL1097332,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cn(C)cn3)CCN2)c1,IC50,nM,100.0
CHEMBL2331714,NC1=NC2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)CC2CCS1,IC50,nM,12.0
CHEMBL2177913,NC1=N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,IC50,nM,25.9
CHEMBL2346789,Cc1ccc2c(c1)CC(C)(C)N=C2N[C@@H](Cc1ccccc1)C(=O)O,IC50,nM,5410.0
CHEMBL265862,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNC(C)(C)C(=O)NCC(C)C)c1,IC50,nM,200.0
CHEMBL3897635,COc1cccnc1Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,IC50,nM,210.0
CHEMBL3688616,Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)c1,IC50,nM,106.6
CHEMBL3913101,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(Cc2ccccc2)C1=O,IC50,nM,26.1
CHEMBL3904142,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(N)N(CC(F)(F)F)C1=O,IC50,nM,3106.0
CHEMBL3984830,Cn1nc(Nc2cccc(C3(C)COCC(N)=N3)c2)c2ccc(Br)cc21,IC50,nM,5200.0
CHEMBL124380,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1,IC50,nM,250.0
CHEMBL3656168,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(CC(=N)N(C)O2)C2(CCC(OCC)CC2)C3)c1,IC50,nM,41.7
CHEMBL202057,CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)C2CCCCC2)c1)S(C)(=O)=O,IC50,nM,450.0
CHEMBL201802,CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(O)c2ccccc2)c1)S(C)(=O)=O,IC50,nM,5900.0
CHEMBL200617,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCN(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](C)C(=O)N1)C(=O)NCc1ccncc1,IC50,nM,260.0
CHEMBL3967113,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cc3)cs2)CO1,IC50,nM,106.0
CHEMBL3683814,Cc1ncc(Cl)nc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)N=C(N)O[C@H]3C[C@H]32)c1,IC50,nM,2510.0
CHEMBL3688687,C[C@H](C#N)Oc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,IC50,nM,659.5
CHEMBL410865,CN(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3cc(F)c(F)cc3F)C(=O)N2)c1,IC50,nM,5590.0
CHEMBL1092000,Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1,IC50,nM,460.0
CHEMBL1093066,CN1C(=O)[C@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,IC50,nM,3810.0
CHEMBL214963,CC[C@H](NCC1Cc2cccc(c2)CCCCCc2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(=O)NCC(C)C,IC50,nM,1100.0
CHEMBL2347187,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,IC50,nM,19.225
CHEMBL2347200,Cn1cc(Cl)c(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)n1,IC50,nM,141.0
CHEMBL1092124,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N(C)C3=O)c2)c1,IC50,nM,29.995
CHEMBL3640224,C=C(C)COc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,IC50,nM,100.0
CHEMBL243796,C=C(C)C(CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,IC50,nM,3300.0
CHEMBL1097324,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(Cl)c3)CCN2)c1,IC50,nM,240.0
CHEMBL78459,CC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,IC50,nM,75.0
CHEMBL567654,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(Br)c2)C2=NCCCN12,IC50,nM,2600.0
CHEMBL582045,NC1=N[C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cncnc3)c2)C2=NCCCN12,IC50,nM,34.0
CHEMBL2178190,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)c3ccco3)c(Cl)c2)cc1,IC50,nM,1400.0
CHEMBL82102,CC(C)C[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,IC50,nM,230.0
CHEMBL3919628,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(CC(F)(F)F)C1=O,IC50,nM,77.0
CHEMBL3683885,COc1cc(Cl)cnc1C(=O)Nc1cc(C)c(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,IC50,nM,130.5
CHEMBL2178179,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)cc1,IC50,nM,790.0
CHEMBL2181897,CC#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,IC50,nM,18.5
CHEMBL2349476,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cccnc4F)cc32)N=C1N,IC50,nM,60.0
CHEMBL211499,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C\CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,nM,9000.0
CHEMBL3672440,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2c(O)cccc2OC)cc1O,IC50,nM,1400.0
CHEMBL3127070,COc1cccc(-c2ccc3c(c2)[C@@]2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,IC50,nM,68.0
CHEMBL1093807,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(OCCO)c(N)n2)cc1,IC50,nM,110.0
CHEMBL1087579,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CNCCN2)c1,IC50,nM,490.0
CHEMBL1097319,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccccc3)CCN2)c1,IC50,nM,120.0
CHEMBL566404,CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cncnc3)c2F)N=C1N,IC50,nM,1360.0
CHEMBL1097348,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccccc3)CCN2)c1,IC50,nM,13.0
CHEMBL1097354,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)C3CC3)CCN2)c1,IC50,nM,100.0
CHEMBL1097321,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(C)c3)CCN2)c1,IC50,nM,48.0
CHEMBL1957468,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N4CCCN=C43)c2)c1F,IC50,nM,89.565
CHEMBL3634341,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)CO[C@@H]2F)c1,IC50,nM,5.1
CHEMBL3653442,NC1=N[C@@](c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)(C(F)F)COC1,IC50,nM,120.0
CHEMBL2171303,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccc(F)cc1)NC(=O)c1cncc(F)c1)CC1(CCC1)O2,IC50,nM,69.0
CHEMBL2171307,COCC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,nM,5.0
CHEMBL3105743,[N-]=[N+]=Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)Nc2cccc(-c3nn[nH]n3)c2)nc(C(=O)N2COC[C@@H]2c2ccccc2)c1,IC50,nM,79.0
CHEMBL2403767,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1,IC50,nM,34.5
CHEMBL2181829,CC(=O)N[C@@H](Cc1ccc2c(c1)OCCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,nM,22.85
CHEMBL190644,CCOCCCNC(=O)c1cc(NC(=O)Nc2cccc(Cl)c2)ccc1N(C)C,IC50,nM,97.0
CHEMBL565996,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1Cl,IC50,nM,35.985
CHEMBL3680884,C[C@]1(c2cc(NC(=O)C3CC3)ccc2F)N=C(N)OC[C@@H]1F,IC50,nM,730.0
CHEMBL572047,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](NC=O)NC1,IC50,nM,210.0
CHEMBL567477,COc1ccc([C@@]2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C,IC50,nM,10.0
CHEMBL4113169,CC[C@@H]1C[C@]2(CC[C@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC(C)(C)F)C1=O,IC50,nM,10.0
CHEMBL1795874,C#Cc1cccc(NC2CC(Nc3cccc(-c4cn([C@H](CNCc5cccc(Br)c5)Cc5ccccc5)nn4)c3)C(O)CC2O)c1,IC50,nM,2400.0
CHEMBL2347215,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,IC50,nM,22.0
CHEMBL3656191,CCCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,IC50,nM,92.8
CHEMBL3656136,CN1OC2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1CC21CCc2ccccc2CC1,IC50,nM,11.2
CHEMBL1092788,CN1C(=O)[C@@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,IC50,nM,20.0
CHEMBL3894862,COC1CCC2(CC1)Cc1ccc(C(O)(O)C(F)(F)F)cc1C21N=C(N)N(C)C1=O,IC50,nM,2543.0
CHEMBL3680897,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@@H]1OCC(F)(F)F,IC50,nM,1.0
CHEMBL1957471,COc1cccc(-c2cccc([C@]3(c4ccncc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1F,IC50,nM,25.66
CHEMBL3670919,CC1(C)OCC(N)=N[C@](C)(c2cc(NC3COc4cc(Cl)ccc43)ccc2F)C1(F)F,IC50,nM,320.0
CHEMBL3968912,NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(OCc4ncco4)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,IC50,nM,15.0
CHEMBL3961892,CC#Cc1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCc3ccccc3CC1)O2,IC50,nM,14.8
CHEMBL3961329,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,IC50,nM,81.0
CHEMBL3979722,COc1cc(F)c2c(c1)C1(CCOC(N)=N1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1O2,IC50,nM,37.4
CHEMBL3970753,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,IC50,nM,0.4
CHEMBL1091441,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccsc3)c2)N=C1N,IC50,nM,240.0
CHEMBL585286,CCCCOc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1,IC50,nM,870.48
CHEMBL566403,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1OC,IC50,nM,89.975
CHEMBL1097335,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cnoc3C)CCN2)c1,IC50,nM,2900.0
CHEMBL1209221,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3C(=O)C4CCC3C4)c2)CCCCC1,IC50,nM,340.0
CHEMBL1209355,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCOCC3)c2)CCCCC1,IC50,nM,700.0
CHEMBL1209286,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOCOC3)c2)CCCCC1,IC50,nM,560.0
CHEMBL1208872,CCC(C)(C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,IC50,nM,130.0
CHEMBL1209418,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3COCCO3)c2)CC1,IC50,nM,4000.0
CHEMBL3680864,C[C@]1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3F)ccc2F)N=C(N)OC[C@@H]1F,IC50,nM,4.0
CHEMBL1909684,O=C(c1ccc(Cl)cc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccccc1,IC50,nM,4700.0
CHEMBL1909685,COc1ccc(C(=O)N(CC(O)Cn2c3ccccc3c3ccccc32)c2ccccc2)cc1,IC50,nM,3800.0
CHEMBL2151236,CC(=O)N[C@@H](Cc1ccc(F)cc1F)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,nM,12.25
CHEMBL2151241,CC(=O)N[C@@H](Cc1ccc(F)c(C#N)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,nM,3.45
CHEMBL3693256,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,IC50,nM,604.5
CHEMBL4111730,Cc1cc(CN2C(=O)[C@]3(N=C2N)c2cc(C#N)ccc2C[C@]32C[C@H](C)[C@@H](O)[C@H](C)C2)ccn1,IC50,nM,9.4
CHEMBL3952078,COCCN1C(=O)NC2(C1=O)c1cc(C#N)ccc1CC21CCc2ccccc2CC1,IC50,nM,16.1
CHEMBL3937663,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Br)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,IC50,nM,32.75
CHEMBL3915375,[C-]#[N+]c1ccc2c(c1)[C@@]1(N=C(C)C(N)=N1)[C@]1(CC[C@H](OC)[C@@H](C)C1)C2,IC50,nM,1.5
CHEMBL3899867,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(-c4cncc(F)c4)cc3[C@@]23N=C(C)C(N)=N3)C[C@H]1C,IC50,nM,1.5
CHEMBL1934292,O=C([C@@H]1CNC[C@]12CCCc1ccccc12)N1CC[C@@H](c2ccccc2)C[C@H]1c1ccccc1,IC50,nM,150.0
CHEMBL518543,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(CC=C(C)C)c(O)cc(O)c2c1=O,IC50,nM,3400.0
CHEMBL3653504,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(F)c1,IC50,nM,340.0
CHEMBL3683821,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)c(Cl)c1,IC50,nM,26.6
CHEMBL3981271,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CC(F)(F)F)C1=O,IC50,nM,34.0
CHEMBL3677208,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc2ccn(Cc3ccccc3)c2c1,IC50,nM,920.0
CHEMBL3688779,COc1cnc2c(Nc3cc(Cl)c(F)c([C@@]4(CF)N=C(N)O[C@@H]5C[C@@H]54)c3)nccc2n1,IC50,nM,65.9
CHEMBL3982045,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(N)N(C(C)C)C1=O,IC50,nM,34.3
CHEMBL1933459,Nc1nc(Cc2ccc(-c3cccc4oc5ccccc5c34)cc2)cn1Cc1ccccc1Cl,IC50,nM,5950.0
CHEMBL1795871,COc1cccc(CNC[C@H](Cc2ccccc2)n2cc(-c3cc(C(=O)N[C@H](C)c4ccccc4)cc(N(C)S(C)(=O)=O)c3)nn2)c1,IC50,nM,7000.0
CHEMBL2178161,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CNCc3ccccc3)c(Cl)c2)cc1,IC50,nM,70.0
CHEMBL597277,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(CC)n1,IC50,nM,34.995
CHEMBL381272,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cc(=O)c2ccccc2o1.O=C(O)C(F)(F)F,IC50,nM,1600.0
CHEMBL566810,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCC(=O)NC1,IC50,nM,47.0
CHEMBL570745,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(c2cccc(C(C)(C)C)c2)CC[C@@H](O)CC1,IC50,nM,24.0
CHEMBL1088138,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)OCO2,IC50,nM,8070.0
CHEMBL2408741,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CS(=O)(=O)Cc2ccc(CC(C)(C)C)cc21,IC50,nM,42.0
CHEMBL379334,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cccc2ccccc12,IC50,nM,1250.0
CHEMBL3394211,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2cccnc2)nc1F,IC50,nM,3.3
CHEMBL227641,CCCNC(=O)c1cc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C)cc(N(C)S(C)(=O)=O)c1,IC50,nM,3600.0
CHEMBL461815,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCC(=O)N[C@@H](C)C(=O)N1,IC50,nM,1600.0
CHEMBL1097057,NC1=Nc2ccc3cc2CN1[C@H](C1CCCCC1)CCC(=O)N(C1CCOCC1)CCc1cccc(c1)O3,IC50,nM,73.0
CHEMBL1095431,NC1=Nc2cnc3cc2CN1[C@H](C1CCCCC1)CCC(=O)N(C1CCCCC1)CCc1cccc(c1)O3,IC50,nM,7.0
CHEMBL382233,CCC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1,IC50,nM,1500.0
CHEMBL3394041,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3=CCCOC3)cc12,IC50,nM,4.2
CHEMBL566112,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCN12,IC50,nM,80.0
CHEMBL1092227,C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,IC50,nM,590.0
CHEMBL1210357,CS(=O)(=O)N(c1ccncc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c1.Cl,IC50,nM,15.0
CHEMBL3806322,Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S1,IC50,nM,0.7
CHEMBL3261047,C[C@@]1(c2cc(NC(=O)c3cc4cc(F)ccc4[nH]3)ccc2F)CCSC(N)=N1,IC50,nM,20.0
CHEMBL3261048,C[C@@]1(c2cc(Nc3ncccc3Cl)ccc2F)CCSC(N)=N1,IC50,nM,83.0
CHEMBL3261053,N#Cc1ccc(C(=O)Nc2cccc([C@]34C[C@H]3CCSC(N)=N4)c2)nc1,IC50,nM,31.0
CHEMBL201155,CN(c1cc(CCC2CC2)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1)S(C)(=O)=O,IC50,nM,420.0
CHEMBL206557,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCNCC3)c(=O)oc12.O=C(O)C(F)(F)F,IC50,nM,5000.0
CHEMBL394224,CN(c1cc2cc(n1)N(CC1CC1)CCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,IC50,nM,6000.0
CHEMBL3260842,COc1cccc(-c2cccc([C@@]3(c4ccncc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1F,IC50,nM,25.45
CHEMBL3261072,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,IC50,nM,34.0
CHEMBL3948402,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncn(C)n3)cs2)CO1,IC50,nM,435.0
CHEMBL2437434,CN1C(=O)C[C@@](C)(CCc2cccc(-c3ccccc3)c2)N=C1N.O=C(O)C(F)(F)F,IC50,nM,1300.0
CHEMBL3683829,NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)cnc2F)(C(F)F)[C@@H]2C[C@@H]2O1,IC50,nM,114.5
CHEMBL3977008,CN1OC2(N=C1N)c1cc(C3CC3)ccc1CC21CCc2ccccc2CC1,IC50,nM,128.3
CHEMBL3670906,C[C@]1(c2cc(NC3CCOC3)ccc2F)N=C(N)COC[C@@H]1F,IC50,nM,580.0
CHEMBL3657419,CCc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,IC50,nM,5.3
CHEMBL3657420,COCc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,IC50,nM,4.6
CHEMBL3261064,NC1=N[C@](CF)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC1,IC50,nM,26.0
CHEMBL217068,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1,IC50,nM,3700.0
CHEMBL1824336,CCn1cc(C2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,IC50,nM,30.0
CHEMBL1917907,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2Cc3cccc(OC)c3CN2)C1=O,IC50,nM,12.0
CHEMBL2011983,CN1C(=N)N[C@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C1=O,IC50,nM,630.0
